item_id	name	birthdate	birthplace	jobtitle	roles	gender
nm0175628	Con Conrad	1891-06-18	New York City, New York, USA	Soundtrack/Music Department/Composer	 Soundtrack:142 Music department:7 Composer:4 Writer:2	M
nm0536054	Herb Magidson	1906-01-07	Braddock, Pennsylvania, USA	Soundtrack/Music Department	 Soundtrack:116 Music department:8	M
nm0949207	Vincent Youmans	1898-09-27	New York City, New York, USA	Soundtrack/Writer/Music Department	 Soundtrack:252 Writer:7 Music department:4 Composer:2	M
nm0253697	Edward Eliscu	1902-04-02	New York City, New York, USA	Soundtrack/Writer/Music Department	 Soundtrack:65 Writer:22 Music department:11	M
nm0006146	Gus Kahn	1886-11-06	Koblenz, Rhineland-Palatinate, Germany	Soundtrack/Music Department/Composer	 Soundtrack:686 Music department:19 Thanks:2	M
nm0006247	Ralph Rainger	1901-10-07	New York City, New York, USA	Soundtrack/Music Department/Composer	 Soundtrack:256 Music department:53 Composer:33 Actor:2	M
nm0732209	Leo Robin	1900-04-06	Pittsburgh, Pennsylvania, USA	Soundtrack/Music Department/Actor	 Soundtrack:474 Music department:23 Thanks:2	M
nm0799007	Louis Silvers	1889-09-06	New York City, New York, USA	Music Department/Soundtrack/Composer	 Music department:248 Soundtrack:56 Composer:29 Self:2	NA
nm0000070	Max Steiner	1888-05-10	Vienna, Austria-Hungary [now Austria]	Music Department/Composer/Soundtrack	 Music department:395 Composer:241 Soundtrack:189 Actor:2 Archive footage:4	M
nm0591762	Charles Mintz	1889-11-05	Pennsylvania, USA	P/r/o/d/u/c/e/r	 Producer:374	M
nm0532284	Kenneth Macgowan	1888-11-30	Winthrop, Massachusetts, USA	Producer/Writer/Miscellaneous Crew	 Producer:49	M
nm0925028	Jules White	1900-09-17	Budapest, Hungary	Producer/Director/Actor	 Producer:365 Director:309 Actor:18 Writer:14 Soundtrack:2	M
nm0940139	Horace Woodard	1904-08-18	Salt Lake City, Utah, USA	Cinematographer/Producer/Director	 Cinematographer:4 Producer:4 Director:2 Editor:2	M
nm0940152	Stacy Woodard	1904-08-18	Salt Lake City, Utah, USA	Producer/Cinematographer/Director	 Producer:5 Cinematographer:4 Director:2 Camera and Electrical Department:2 Editor:2	M
nm0515093	John P. Livadary	1896-05-20	Constantinople, Ottoman Empire [now Istanbul, Turkey]	Sound Department/Miscellaneous Crew	 Sound department:130	M
nm5119569	Theodore Soderberg	1890-01-31	Somerset, Wisconsin, USA	Sound/ /Department		M
nm0609771	Thomas T. Moulton	1896-01-01	Wausau, Wisconsin, USA	Sound/ /Department	 Sound department:13	M
nm0237393	Carl Dreher	1896-02-16	Vienna, Austria-Hungary [now Austria]	Sound Department/Writer/Second Unit Director or Assistant Director	 Sound department:3 Writer:2	M
nm0360770	Edmund H. Hansen	1894-11-13	Springfield, Illinois, USA	Sound Department/Special Effects	 Sound department:14	M
nm0329304	Frances Goodrich	1890-12-21	Belleville, New Jersey, USA	Writer/Soundtrack	 Writer:49 Archive footage:2	F
nm0352443	Albert Hackett	1900-02-16	New York City, New York, USA	Writer/Actor/Soundtrack	 Writer:48 Actor:27 Archive footage:2	M
nm0128361	Arthur Caesar	1892-03-09	Bucharest, Romania	W/r/i/t/e/r	 Writer:44	M
nm0335831	Mauri Grashin	1901-01-14	Illinois, USA	W/r/i/t/e/r	 Writer:34	M
nm0469915	Norman Krasna	1909-11-07	Queens, New York City, New York, USA	Writer/Producer/Director	 Writer:54 Producer:12 Director:3 Miscellaneous Crew:2 Self:2	M
nm0572142	Victor McLaglen	1886-12-10	Tunbridge Wells, Kent, England, UK	Actor/Soundtrack	 Actor:124 Soundtrack:6 Self:9 Archive footage:14	M
nm0867144	Franchot Tone	1905-02-27	Niagara Falls, New York, USA	Actor/Soundtrack/Producer	 Actor:112 Soundtrack:9 Producer:2 Self:10 Archive footage:9	M
nm0074949	Elisabeth Bergner	1897-08-22	Drohobycz, Galicia, Austria-Hungary [now Drohobych, Lviv Oblast, Ukraine]	Actress/Producer	 Actress:35 Producer:3 Self:5 Archive footage:2	F
nm0643353	Merle Oberon	1911-02-19	Bombay, Bombay Presidency, British India [now Mumbai, Maharashtra, India]	Actress/Soundtrack/Writer	 Actress:60 Soundtrack:3 Self:29 Archive footage:9	F
nm0394244	Miriam Hopkins	1902-10-18	Savannah, Georgia, USA	Actress/Soundtrack	 Actress:53 Soundtrack:7 Self:5 Archive footage:11	F
nm0064303	Clem Beauchamp	1898-08-26	Bloomfield, Iowa, USA	Production Manager/Producer/Actor	 Production manager:34 Producer:27 Actor:48 Second Unit Director or Assistant Director:24 Director:8 Writer:2	M
nm0934963	Paul Wing	1892-08-14	Tacoma, Washington, USA	Second Unit Director or Assistant Director/Actor	 Second Unit Director or Assistant Director:2	M
nm0820947	Eric Stacey	1903-12-05	England, UK	Production Manager/Second Unit Director or Assistant Director/Producer	 Production manager:35 Second Unit Director or Assistant Director:17	NA
nm0628149	Joseph M. Newman	1909-08-07	Logan, Utah, USA	Director/Second Unit Director or Assistant Director/Miscellaneous Crew	 Director:52 Second Unit Director or Assistant Director:20 Miscellaneous Crew:3 Self:3	M
nm0795258	Sherry Shourds	1906-03-17	Philadelphia, Pennsylvania, USA	Second Unit Director or Assistant Director/Director/Production Manager	 Second Unit Director or Assistant Director:48 Director:4 Production manager:3	M
nm0005803	Hal Mohr	1894-08-02	San Francisco, California, USA	Cinematographer/Director/Camera and Electrical Department	 Cinematographer:147 Director:7 Camera and Electrical Department:3 Editor:3 Writer:2	M
nm0005904	Gregg Toland	1904-05-29	Charleston, Illinois, USA	Cinematographer/Camera and Electrical Department/Director	 Cinematographer:66 Camera and Electrical Department:4 Archive footage:4	M
nm0332346	Dave Gould	1899-03-11	Budapest, Austria-Hungary [now Hungary]	Miscellaneous Crew/Director/Music Department	 Miscellaneous Crew:38 Director:28 Music department:3	M
nm0697895	LeRoy Prinz	1895-07-14	St. Joseph, Missouri, USA	Miscellaneous Crew/Music Department/Director	 Miscellaneous Crew:93 Music department:15 Director:13 Actor:4 Producer:2 Self:2	M
nm0175265	Bobby Connolly	1897-07-04	New York City, New York, USA	Miscellaneous Crew/Director/Music Department	 Miscellaneous Crew:31 Director:13 Music department:5 Self:2	M
nm0000923	Busby Berkeley	1895-11-29	Los Angeles, California, USA	Miscellaneous Crew/Director/Music Department	 Miscellaneous Crew:41 Director:31 Music department:9 Actor:4 Self:11 Archive footage:10	M
nm0498192	Sammy Lee	1890-05-26	New York, USA	Miscellaneous Crew/Director/Music Department	 Miscellaneous Crew:62 Director:26 Music department:4	M
nm0954706	Benjamin Zemach	1901-02-01	Moscow, Russia	M/i/s/c/e/l/l/a/n/e/o/u/s/ /C/r/e/w	 Miscellaneous Crew:2	M
nm0659009	Hermes Pan	1909-12-10	Memphis, Tennessee, USA	Miscellaneous Crew/Actor/Soundtrack	 Miscellaneous Crew:93 Actor:10 Soundtrack:6 Music department:3 Thanks:2 Self:8 Archive footage:5	M
nm0000406	John Ford	1894-02-01	Cape Elizabeth, Maine, USA	Director/Producer/Writer	 Director:147 Producer:43 Writer:24 Actor:24 Miscellaneous Crew:9 Second Unit Director or Assistant Director:8 Cinematographer:2 Soundtrack:2 Stunts:2 Thanks:6 Self:17 Archive footage:38	M
nm0368871	Henry Hathaway	1898-03-13	Sacramento, California, USA	Director/Second Unit Director or Assistant Director/Art Department	 Director:67 Second Unit Director or Assistant Director:21 Art department:11 Producer:6 Miscellaneous Crew:3 Self:7 Archive footage:3	M
nm0002031	Michael Curtiz	1886-12-24	Budapest, Austria-Hungary [now Hungary]	Director/Writer/Actor	 Director:178 Writer:7 Actor:6 Producer:5 Miscellaneous Crew:2 Thanks:2 Self:5 Archive footage:11	M
nm0206238	Ralph Dawson	1897-04-18	Westboro, Massachusetts, USA	Editor/Director/Writer	 Editor:80 Director:3 Writer:3 Actor:2	M
nm0449493	Robert Kern	1885-03-29	Wilton Junction [now Wilton], Iowa, USA	Editor/Editorial Department	 Editor:70	M
nm0572492	Barbara McLean	1903-11-16	Palisades Park, New Jersey, USA	Editor/Producer	 Editor:64 Producer:2	F
nm0004290	Margaret Booth	1898-01-14	Los Angeles, California, USA	Editor/Editorial Department/Producer	 Editor:44 Editorial department:18 Producer:5 Writer:2 Miscellaneous Crew:2 Thanks:2 Self:4	F
nm0387000	George Hively	1889-09-06	Springfield, Missouri, USA (some sources say Arkansas)	Writer/Editor/Editorial Department	 Writer:89 Editor:64 Editorial department:2	F
nm0387449	Ellsworth Hoagland	1903-08-15	California, USA	Editor/Editorial Department/Miscellaneous Crew	 Editor:63	F
nm0912851	Harry Warren	1893-12-24	Brooklyn [now in New York City], New York, USA	Soundtrack/Composer/Music Department	 Soundtrack:793 Composer:3 Music department:26 Actor:4 Second Unit Director or Assistant Director:2 Thanks:3 Self:7	M
nm0006048	Al Dubin	1891-06-10	Zurich, Switzerland	Soundtrack/Music Department/Actor	 Soundtrack:656 Music department:14 Actor:3 Self:2	M
nm0006153	Jerome Kern	1885-01-27	New York City, New York, USA	Soundtrack/Music Department/Writer	 Soundtrack:416 Music department:13 Writer:8 Composer:7 Thanks:3 Self:2 Archive footage:3	M
nm0276227	Dorothy Fields	1905-07-15	Allenhurst, New Jersey, USA	Soundtrack/Music Department/Writer	 Soundtrack:551 Music department:12 Writer:12 Thanks:2 Self:4 Archive footage:2	F
nm0006192	Jimmy McHugh	1893-07-10	Boston, Massachusetts, USA	Soundtrack/Music Department/Actor	 Soundtrack:579 Music department:19 Actor:2 Composer:2 Thanks:2 Self:16 Archive footage:2	M
nm0000927	Irving Berlin	1888-05-11	Mogilev, Russian Empire [now Belarus]	Soundtrack/Music Department/Writer	 Soundtrack:831 Music department:39 Writer:9 Composer:7 Actor:2 Thanks:3 Self:10 Archive footage:19	M
nm0006079	Leo F. Forbstein	1892-10-16	St. Louis, Missouri, USA	Music Department/Soundtrack/Composer	 Music department:610 Soundtrack:12 Composer:4 Actor:2	M
nm0278358	Nat W. Finston	1895-02-24	New York City, New York, USA	Music Department/Composer/Producer	 Music department:99 Composer:33	M
nm0847913	Irvin Talbot	1894-01-27	St. Louis, Missouri, USA	Music Department/Soundtrack	 Music department:128	M
nm0411208	Rudolf Ising	1903-08-07	Kansas City, Missouri, USA	Producer/Director/Animation Department	 Producer:136 Director:100 Animation department:45 Cinematographer:36 Actor:12 Writer:2	M
nm0363414	Hugh Harman	1903-08-31	Pagosa Springs, Colorado, USA	Producer/Director/Animation Department	 Producer:120 Director:89 Animation department:56 Writer:9 Actor:2	M
nm0156134	Jack Chertok	1906-07-13	Atlanta, Georgia, USA	Producer/Miscellaneous Crew	 Producer:145	M
nm0475792	Gilbert Kurland	1904-11-28	Minneapolis, Minnesota, USA	Sound Department/Production Manager/Music Department	 Sound department:81 Production manager:32 Music department:20 Second Unit Director or Assistant Director:16	M
nm0953123	Darryl F. Zanuck	1902-09-05	Wahoo, Nebraska, USA	Producer/Writer/Production Manager	 Producer:237 Writer:82 Production manager:56 Miscellaneous Crew:21 Director:2 Self:19 Archive footage:30	M
nm0366454	Moss Hart	1904-10-24	New York City, New York, USA	Writer/Soundtrack/Miscellaneous Crew	 Writer:48 Soundtrack:2 Self:9	M
nm0366942	Don Hartman	1900-11-18	New York City, New York, USA	Writer/Producer/Soundtrack	 Writer:31 Producer:8 Soundtrack:8 Director:5	M
nm0043081	Stephen Morehouse Avery	1893-12-20	Webster Groves, Missouri, USA	W/r/i/t/e/r	 Writer:17	NA
nm0629580	Dudley Nichols	1895-04-06	Wapakoneta, Ohio, USA	Writer/Producer/Director	 Writer:76 Producer:4 Director:3 Soundtrack:2	NA
nm0732452	Casey Robinson	1903-10-17	Logan, Utah, USA	Writer/Director/Producer	 Writer:79 Director:8 Producer:8 Miscellaneous Crew:3	M
nm0299154	Jules Furthman	1888-03-05	Chicago, Illinois, USA	Writer/Director/Miscellaneous Crew	 Writer:119 Director:3 Miscellaneous Crew:2	M
nm0421255	Talbot Jennings	1894-08-25	Shoshone, Idaho, USA	W/r/i/t/e/r	 Writer:29	M
nm0933133	Carey Wilson	1889-05-19	Philadelphia, Pennsylvania, USA	Writer/Actor/Producer	 Writer:112 Actor:36 Producer:30 Self:18	M
nm0008280	Achmed Abdullah	1881-05-12	Yalta, Taurida Governorate, Russian Empire [now Crimea, Ukraine]	W/r/i/t/e/r	 Writer:8	NA
nm0049721	John L. Balderston	1889-10-22	Philadelphia, Pennsylvania, USA	W/r/i/t/e/r	 Writer:40	M
nm0950150	Waldemar Young	1878-07-01	Salt Lake City, Utah, USA	W/r/i/t/e/r	 Writer:82	M
nm0000011	Gary Cooper	1901-05-07	Helena, Montana, USA	Actor/Soundtrack/Stunts	 Actor:117 Soundtrack:18 Stunts:3 Producer:2 Thanks:2 Self:35 Archive footage:90	M
nm0000075	Spencer Tracy	1900-04-05	Milwaukee, Wisconsin, USA	Actor/Soundtrack	 Actor:79 Soundtrack:8 Self:11 Archive footage:80	M
nm0404158	Walter Huston	1883-04-05	Toronto, Ontario, Canada	Actor/Soundtrack	 Actor:56 Soundtrack:9 Self:21 Archive footage:33	M
nm0000974	Walter Brennan	1894-07-25	Lynn, Massachusetts, USA	Actor/Soundtrack	 Actor:244 Soundtrack:20 Self:30 Archive footage:30	M
nm0848667	Akim Tamiroff	1899-10-29	Tiflis, Russian Empire [now Tbilisi, Republic of Georgia]	Actor/Soundtrack	 Actor:157 Soundtrack:3 Self:6 Archive footage:9	M
nm0001651	Basil Rathbone	1892-06-13	Johannesburg, South Africa	Actor/Soundtrack/Miscellaneous Crew	 Actor:125 Soundtrack:8 Miscellaneous Crew:2 Thanks:3 Self:38 Archive footage:44	M
nm0041681	Mischa Auer	1905-11-17	St. Petersburg, Russian Empire [now Russia]	Actor/Soundtrack/Miscellaneous Crew	 Actor:177 Soundtrack:9 Miscellaneous Crew:2 Self:6 Archive footage:7	M
nm0260020	Stuart Erwin	1903-02-14	Squaw Valley, California, USA	Actor/Soundtrack	 Actor:127 Self:7 Archive footage:8	M
nm0707023	Luise Rainer	1910-01-12	Düsseldorf, Germany	Actress/Soundtrack	 Actress:26 Thanks:2 Self:28 Archive footage:15	F
nm0001479	Carole Lombard	1908-10-06	Fort Wayne, Indiana, USA	Actress/Soundtrack	 Actress:79 Soundtrack:8 Self:8 Archive footage:48	F
nm0313438	Gladys George	1900-09-13	Patten, Maine, USA	Actress/Soundtrack	 Actress:46 Soundtrack:5 Archive footage:3	F
nm0814216	Gale Sondergaard	1899-02-15	Litchfield, Minnesota, USA	Actress	 Actress:56 Self:5 Archive footage:2	F
nm0103567	Alice Brady	1892-11-02	New York City, New York, USA	Actress/Soundtrack	 Actress:79 Soundtrack:6 Self:4 Archive footage:5	F
nm0094135	Beulah Bondi	1889-05-03	Chicago, Illinois, USA	Actress/Soundtrack	 Actress:86 Self:7 Archive footage:5	F
nm0335748	Bonita Granville	1923-02-02	Chicago, Illinois, USA	Producer/Actress/Soundtrack	 Producer:6 Actress:81 Soundtrack:5 Self:15 Archive footage:5	F
nm0653642	Maria Ouspenskaya	1876-07-29	Tula, Russian Empire [now Russia]	Actress/Soundtrack	 Actress:25 Archive footage:8	F
nm0194875	Albert S. D'Agostino	1892-12-27	New York City, New York, USA	Art Director/Art Department/Production Designer	 Art director:343 Art department:48 Production designer:2	M
nm0653163	Jack Otterson	1905-08-25	Pittsburgh, Pennsylvania, USA	Art Director/Art Department/Production Designer	 Art director:317 Art department:3	NA
nm0932320	Edwin B. Willis	1893-01-28	Decatur, Illinois, USA	Set Decorator/Art Department/Art Director	 Set decorator:617 Art department:199 Art director:15	NA
nm0408100	Eddie Imazu	1897-12-12	Yamaguchi, Japan	Art Director/Art Department	 Art director:56 Art department:30	NA
nm0272572	Perry Ferguson	1901-11-13	Fort Worth, Texas, USA	Art Director/Art Department/Production Designer	 Art director:53 Art department:33 Production designer:4	NA
nm0838105	Jack Sullivan	1893-03-05	San Francisco, California, USA	Second Unit Director or Assistant Director/Production Manager	 Second Unit Director or Assistant Director:39	NA
nm0134284	William H. Cannon	1907-06-25	Los Angeles, California, USA	Second Unit Director or Assistant Director/Production Manager/Miscellaneous Crew	 Second Unit Director or Assistant Director:15 Production manager:4 Miscellaneous Crew:4	NA
nm0271344	Seymour Felix	1892-10-23	New York City, New York, USA	Miscellaneous Crew/Music Department/Director	 Miscellaneous Crew:37 Music department:3 Director:2	M
nm0507715	Russell Lewis	1908-07-19	Hollywood, California, USA	M/i/s/c/e/l/l/a/n/e/o/u/s/ /C/r/e/w	 Miscellaneous Crew:4	M
nm0368129	Jack Haskell	1886-04-13	New York City, New York, USA	Miscellaneous Crew/Director/Actor	 Miscellaneous Crew:14 Director:4	M
nm0478441	Gregory La Cava	1892-03-10	Towanda, Pennsylvania, USA	Director/Producer/Animation Department	 Director:174 Producer:56 Animation department:16 Writer:12	NA
nm0943758	William Wyler	1902-07-01	Mülhausen, Alsace, Germany [now Mulhouse, Haut-Rhin, France]	Director/Producer/Actor	 Director:73 Producer:14 Actor:4 Writer:2 Cinematographer:2 Second Unit Director or Assistant Director:2 Thanks:4 Self:26 Archive footage:11	M
nm0193562	Edward Curtiss	1898-07-07	Los Angeles, California, USA	Editor/Writer/Producer	 Editor:130 Writer:2	NA
nm0337013	William S. Gray	1896-08-26	Manhattan [now in New York City], New York, USA	E/d/i/t/o/r	 Editor:35	NA
nm0583301	Otto Meyer	1900-07-12	San Francisco, California, USA	Editor/Actor/Editorial Department	 Editor:95 Actor:12 Editorial department:3	M
nm0006234	Cole Porter	1891-06-09	Peru, Indiana, USA	Soundtrack/Music Department/Composer	 Soundtrack:834 Music department:29 Composer:16 Writer:5 Thanks:4 Self:2 Archive footage:12	NA
nm0426534	Arthur Johnston	1898-01-10	New York City, New York, USA	Soundtrack/Music Department/Composer	 Soundtrack:155 Music department:10	NA
nm0121741	Johnny Burke	1908-10-03	Antioch, California, USA	Soundtrack/Music Department/Writer	 Soundtrack:244 Music department:12 Writer:2 Self:5	M
nm0926028	Richard A. Whiting	1891-11-12	Peoria, Illinois, USA	Soundtrack/Music Department/Composer	 Soundtrack:745 Music department:9 Composer:3	NA
nm0120190	Walter Bullock	1907-05-06	Shelburn, Indiana, USA	Soundtrack/Writer/Music Department	 Soundtrack:31 Writer:17 Music department:2	M
nm0232164	Walter Donaldson	1893-02-15	Brooklyn, New York, USA	Soundtrack/Music Department/Composer	 Soundtrack:501 Music department:12 Composer:2 Thanks:2	M
nm0011488	Harold Adamson	1906-12-10	Greenville, New Jersey, USA	Soundtrack/Composer/Music Department	 Soundtrack:215 Composer:4 Music department:17 Thanks:2	M
nm0022746	Louis Alter	1902-06-18	Haverhill, Massachusetts, USA	Soundtrack/Music Department/Composer	 Soundtrack:81 Music department:6 Composer:3	M
nm0593733	Sidney D. Mitchell	1888-06-15	Baltimore, Maryland, USA	Soundtrack/Music Department/Writer	 Soundtrack:89 Music department:9 Writer:3 Composer:2	M
nm0607448	Boris Morros	1891-01-01	St. Petersburg, Russia	Music Department/Producer/Soundtrack	 Music department:145 Producer:6 Soundtrack:3	M
nm0006287	Nathaniel Shilkret	1889-12-25	New York City, New York, USA	Music Department/Composer/Soundtrack	 Music department:105 Composer:105 Soundtrack:48 Actor:4 Self:2	M
nm0281502	Max Fleischer	1883-07-19	Krakau, Galicia, Austria-Hungary [now Kraków, Malopolskie, Poland]	Producer/Miscellaneous Crew/Animation Department	 Producer:626 Miscellaneous Crew:60 Animation department:41 Writer:16 Director:14 Actor:6 Thanks:4 Self:11 Archive footage:3	M
nm0706649	Elmer Raguse	1901-05-09	Springfield, Massachusetts, USA	Sound Department/Music Department	 Sound department:150 Music department:4	M
nm0007356	John Aalberg	1897-04-03	Chicago, Illinois, USA	Sound Department/Music Department	 Sound department:12	NA
nm0850920	Homer G. Tasker	1899-02-19	Grant County, South Dakota, USA	Sound/ /Department	 Sound department:19	NA
nm0172074	Pierre Collings	1900-09-22	Truro, Nova Scotia, Canada	Writer/Cinematographer	 Writer:13	NA
