"","縣市","姓名","金額","描述","link","選舉","推薦政黨","當選註記","count"
"348","新北市","游輝宂",296865,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出-帆布」共申報2筆。總金額為296865元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/12KBT-G_uoV9uU3LfwvgBhCvzg_K8iWMwloYGQfEfDRM/edit?usp=sharing","2018 議員","無黨團結聯盟","*",3
"349","新北市","張錦豪",627323,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」相關共申報4筆。總金額為627323元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1WgJ3VDNkPmGuQSWvD1SLmyDx3Feb1qBS3ELeJ5Q9EVo/edit?usp=sharing","2018 議員","民主進步黨","*",11
"350","新北市","張維倩",1180504,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報3筆。總金額為1180504元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1o12c2OAHPVbjqFD5XLJoLAXoTsiw1x5MtInMSyXD5r0/edit?usp=sharing","2018 議員","民主進步黨","*",5
"351","新北市","鍾宏仁",2296440,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報5筆。總金額為2296440元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1jUxQCJWylgPrCURe01y0rCRyOCwUVGphC-uJ6qBVAEs/edit?usp=sharing","2018 議員","民主進步黨","*",2
"352","新北市","周雅玲",1083950,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報9筆。總金額為1083950元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Gc5SESAINDMvGKOCFvpPT85haXsoyOHFIHHKem2o-IM/edit?usp=sharing","2018 議員","民主進步黨","*",8
"353","新竹市","黃文政",397500,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報2筆。總金額為397500元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1hZtZPNwXLDkCSRCyAjUq5h0tghC5u92XD6iB2AR2qQA/edit?usp=sharing","2018 議員","中國國民黨","*",1
"354","新竹市","鄭貴元",452086,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報9筆。總金額為452086元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1ubfiQ3lVkOU3-GgJHuE4SdLfF67fvt1BAtTTCFmDRZY/edit?usp=sharing","2018 議員","民主進步黨",NA,1
"355","新竹縣","林祺軒",658000,"宣傳支出中，未明確標示廣告看板支出細項，「廣告費」共申報5筆。總金額為658000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1cDEdRH7Vkjh5cTn2IwTgr3xDLHA0rYvusBxGE4bdHNI/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,1
"356","宜蘭縣","林錫明",181106,"宣傳支出中，有標示廣告看板支出細項，共申報5筆。總金額為181106元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1xwqHm8BXTslsO_F8z546aOn3z1ZnpncFuk4RGwz0GoQ/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",1
"357","宜蘭縣","林岳賢",343180,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報17筆。總金額為343180元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1gkUz06SJ47oR_weBt5rPZZti6i7tgyPgaQHTNkCRIdw/edit?usp=sharing","2018 議員","中國國民黨","*",3
"358","宜蘭縣","楊順木",32995,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報7筆。總金額為32995元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1dwgzN4iRgKprb3zge34mt9Z_26rVeqf8wx2KCclu6oo/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",2
"359","宜蘭縣","莊淑如",893065,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報23筆。總金額為893065元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1daW7AYWXNOEwji_OHjXj5QnWZOl-hbLLuFW8WbDpBic/edit?usp=sharing","2018 議員","中國國民黨","*",2
"360","雲林縣","江文登",133523,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報4筆。總金額為133523元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1tEA_SmEKuRV2Jz0orTleo4NIMOmecgBzCllC8YxgSX4/edit?usp=sharing","2018 議員","民主進步黨","*",2
"361","雲林縣","蘇于珊",57072,"宣傳支出中，未明確標示廣告看板支出細項，共申報5筆。總金額為57072元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1-JrXo3On_rmH_toF-dCv2W6hZIyono1eZqfyJAIUG4I/edit?usp=sharing","2018 議員","中國國民黨","*",1
"362","彰化縣","李寶銀",687025,"宣傳支出中，未明確標示廣告看板支出細項，共申報8筆。總金額為687025元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1SzaxwvEkZ7nvK-2zFBCJDzEjs1sDMi_ON9z6CcXQrdc/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",1
"363","彰化縣","李成濟",39719,"宣傳支出中，未明確標示廣告看板支出細項，「帆布」及「廣告費」共申報2筆。總金額為39719元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1_WG3N30iMXK18oXWOc7S34LmDpADcBd69plqPaBwt6Q/edit?usp=sharing","2018 議員","民主進步黨","*",1
"364","彰化縣","林維浩",7350,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報3筆。總金額為7350元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1X1z-6L_sCflFM0YO9HY3aMZa6B6F1gWmGym90OOaXRQ/edit?usp=sharing","2018 議員","民主進步黨",NA,1
"365","彰化縣","温芝樺",35100,"宣傳支出中，有標示廣告看板支出細項，共申報2筆。總金額為35100元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1UTZ6ZCnUvyM_ueyHjAxP-FSU8LXFzpv4zhrjowNdzXY/edit?usp=sharing","2018 議員","中國國民黨","*",2
"366","彰化縣","楊富鈞",112874,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報4筆。總金額為112874元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1lc4NSnGVxnIMi3Xcc62NbO7bi3wJYzzRU28Er7cFUVc/edit?usp=sharing","2018 議員","民主進步黨",NA,1
"367","南投縣","蔡孟娥",NA,"未申請政治獻金專戶。",NA,"2018 議員","無黨籍及未經政黨推薦","*",1
"368","南投縣","蔡易呈",NA,"未申請政治獻金專戶。",NA,"2018 議員","中國國民黨",NA,2
"369","新北市","蔡宗霖",NA,"未申請政治獻金專戶。",NA,"2018 議員","無黨籍及未經政黨推薦",NA,1
"370","新北市","曾進益",NA,"宣傳支出中沒有看板相關支出。",NA,"2018 議員","民主進步黨",NA,3
"371","臺中市","陳東林",NA,"未申請政治獻金專戶。",NA,"2018 議員","無黨籍及未經政黨推薦",NA,1
"372","嘉義縣","陳福成",NA,"未申請政治獻金專戶。",NA,"2018 議員","無黨籍及未經政黨推薦","*",1
"373","南投縣","陳國大",NA,"未申請政治獻金專戶。",NA,"2018 議員","無黨籍及未經政黨推薦",NA,4
"374","臺南市","陳嘉伶",NA,"宣傳支出中沒有看板相關支出。",NA,"2018 議員","基進黨",NA,1
"375","高雄市","陳銘瑞",NA,"未申請政治獻金專戶。",NA,"2018 議員","無黨籍及未經政黨推薦",NA,1
"376","基隆市","陳宜",NA,"未申請政治獻金專戶。",NA,"2018 議員","民主進步黨","*",1
"377","新北市","戴瑋姍",NA,"宣傳支出中沒有看板相關支出。",NA,"2018 議員","民主進步黨","*",5
"378","新北市","董俊良",NA,"宣傳支出中沒有看板相關支出。",NA,"2018 議員","新黨",NA,1
"379","台北市","范雲",NA,"未登記參選",NA,NA,NA,NA,1
"380","南投縣","洪明科",NA,"未申請政治獻金專戶。",NA,"2018 議員","無黨籍及未經政黨推薦","*",1
"381","嘉義縣","黃嘉寬",NA,"未申請政治獻金專戶。",NA,"2018 議員","無黨籍及未經政黨推薦",NA,2
"382","臺南市","黃俊勝",NA,"未申報宣傳支出。",NA,"2018 議員","中國國民黨",NA,4
"383","新北市","黃瑞傳",NA,"未申請政治獻金專戶。",NA,"2018 議員","無黨籍及未經政黨推薦",NA,4
"384","基隆市","黃淑珍",NA,"未申報宣傳支出。",NA,"2018 議員","親民黨",NA,1
"385","基隆市","黃元良",NA,"宣傳支出中沒有看板相關支出。",NA,"2018 議員","無黨籍及未經政黨推薦",NA,1
"386","嘉義縣","賴朝崙",NA,"未申報宣傳支出。",NA,"2018 議員","無黨籍及未經政黨推薦",NA,1
"387","桃園市","賴立竹",NA,"未申報宣傳支出。",NA,"2018 議員","無黨籍及未經政黨推薦",NA,1
"388","雲林縣","李建志",NA,"未申請政治獻金專戶。",NA,"2018 議員","無黨籍及未經政黨推薦","*",1
"389","臺南市","李錦泉",NA,"未申請政治獻金專戶。",NA,"2018 議員","親民黨",NA,2
"390","新北市","李婉鈺",NA,"宣傳支出中沒有看板相關支出。",NA,"2018 議員","無黨籍及未經政黨推薦",NA,5
"391","臺南市","李偉智",NA,"未申報宣傳支出。",NA,"2018 議員","民主進步黨","*",16
"392","臺南市","李文俊",NA,"未申報宣傳支出。",NA,"2018 議員","中國國民黨","*",10
"393","臺北市","李錫錕",NA,"宣傳支出中沒有看板相關支出。",NA,"2018 縣市長","無黨籍及未經政黨推薦",NA,3
"394","雲林縣","李政達",NA,"宣傳支出中沒有看板相關支出。",NA,"2018 議員","民主進步黨",NA,1
"395","宜蘭縣","李志文",NA,"未申請政治獻金專戶。",NA,"2018 議員","無黨籍及未經政黨推薦",NA,1
"396","新北市","李忠寶",NA,"未申報宣傳支出。",NA,"2018 議員","無黨籍及未經政黨推薦",NA,1
"397","新北市","廖裕德",NA,"未申請政治獻金專戶。",NA,"2018 議員","無黨籍及未經政黨推薦",NA,3
"398","南投縣","林本立",NA,"未申請政治獻金專戶。",NA,"2018 議員","無黨籍及未經政黨推薦",NA,1
"399","臺中市","林汝洲",NA,"宣傳支出中沒有看板相關支出。",NA,"2018 議員","中國國民黨","*",13
"400","嘉義縣","林淑完",NA,"未申報宣傳支出。",NA,"2018 議員","民主進步黨","*",3
"401","新北市","林一郎",NA,"未申請政治獻金專戶。",NA,"2018 議員","無黨籍及未經政黨推薦",NA,1
"402","臺南市","林義豐",NA,"未申請政治獻金專戶。",NA,"2018 縣市長","無黨籍及未經政黨推薦",NA,2
"403","宜蘭縣","林正芳",NA,"宣傳支出中沒有看板相關支出。",NA,"2018 議員","時代力量",NA,2
"404","彰化縣","劉景滄",NA,"未申請政治獻金專戶。",NA,"2018 議員","無黨籍及未經政黨推薦","-",1
"405","新北市","劉美芳",NA,"宣傳支出中沒有看板相關支出。",NA,"2018 議員","中國國民黨","*",18
"406","臺南市","馬杰睿",NA,"宣傳支出中沒有看板相關支出。",NA,"2018 議員","無黨籍及未經政黨推薦",NA,1
"407","南投縣","史雪燕",NA,"宣傳支出中沒有看板相關支出。",NA,"2018 議員","中國國民黨",NA,1
"408","桃園市","蘇世岳",NA,"未申報宣傳支出。",NA,"2018 議員","無黨籍及未經政黨推薦",NA,1
"409","高雄市","蘇炎城",NA,"未申請政治獻金專戶。",NA,"2018 議員","民主進步黨",NA,1
"410","南投縣","唐曉棻",NA,"未申請政治獻金專戶。",NA,"2018 議員","中國國民黨","*",5
"411","未登記參選","童仲彥",NA,NA,NA,NA,NA,NA,2
"412","桃園市","萬美玲",NA,"宣傳支出中沒有看板相關支出。",NA,"2018 議員","中國國民黨","*",2
"413","臺南市","王清崎",NA,"宣傳支出中沒有看板相關支出。",NA,"2018 議員","無黨籍及未經政黨推薦",NA,5
"414","桃園市","王燕惠",NA,"宣傳支出中沒有看板相關支出。",NA,"2018 議員","民主進步黨",NA,1
"415","臺北市","王振鴻",NA,"未申報宣傳支出。",NA,"2018 議員","中華民族致公黨",NA,1
"416","基隆市","吳桐茂",NA,"未申請政治獻金專戶。",NA,"2018 議員","無黨籍及未經政黨推薦",NA,1
"417","彰化縣","蕭淑芬",NA,"未申請政治獻金專戶。",NA,"2018 議員","無黨籍及未經政黨推薦","!",1
"418","南投縣","謝明謀",NA,"未申請政治獻金專戶。",NA,"2018 議員","中國國民黨","*",1
"419","宜蘭縣","徐坤炎",NA,"未申請政治獻金專戶。",NA,"2018 議員","無黨籍及未經政黨推薦",NA,1
"420","南投縣","游宏達",NA,"未申請政治獻金專戶。",NA,"2018 議員","無黨籍及未經政黨推薦",NA,4
"421","桃園市","張昌章",NA,"宣傳支出中沒有看板相關支出。",NA,"2018 議員","民主進步黨",NA,1
"422","新北市","張晉婷",NA,"未申報宣傳支出。",NA,"2018 議員","無黨籍及未經政黨推薦",NA,1
"423","臺中市","張正興",NA,"未申報宣傳支出。",NA,"2018 議員","青年陽光黨",NA,2
"424","臺北市","鍾佩玲",NA,"未申請政治獻金專戶。",NA,"2018 議員","民主進步黨","*",4
"425","未登記參選","莊程發",NA,NA,NA,NA,NA,NA,1
"426","南投縣","莊惠惠",NA,"未申報宣傳支出。",NA,"2018 議員","無黨籍及未經政黨推薦",NA,11
"427","南投縣","莊士傑",NA,"未申請政治獻金專戶。",NA,"2018 議員","無黨籍及未經政黨推薦","*",9
