商業名稱,商業所在地,資本額,設立年度,設立日期,地址一,地址二,狀態
廣溢源企業社,臺北市大安區忠孝東路4段223巷56號1樓,2e+05,104,104/12/30,305811.642,2770750.838,dismiss
冠群餐廳,臺北市大安區忠孝東路4段223巷49弄1號1樓,2e+05,104,104/12/02,305775.489,2770664.876,dismiss
綠的服飾精品屋,臺北市大安區忠孝東路4段205巷29弄1號,2e+05,105,105/02/03,305704.896,2770674.218,dismiss
婕思服飾精品館,臺北市大安區忠孝東路4段201號1樓,2e+05,105,105/03/24,305677.808,2770507.384,dismiss
智鴻工作室,臺北市大安區忠孝東路4段248巷19號1樓,1e+05,105,105/03/18,305919.197,2770320.058,dismiss
超豐內衣專賣店,臺北市大安區忠孝東路4段101巷25號1樓,2e+05,105,105/04/08,305316.723,2770637.84,dismiss
立昇小吃店,臺北市大安區忠孝東路4段223巷47號,2e+05,105,105/04/29,305788.297,2770643.712,dismiss
星彩企業社,臺北市大安區忠孝東路4段97號地下之25,2e+05,105,105/05/19,305292.392,2770514.207,dismiss
紫羽精品店,臺北市大安區忠孝東路4段205巷3號,2e+05,105,105/05/04,305696.982,2770522.251,dismiss
蘿莉小姐服飾,臺北市大安區忠孝東路4段248巷13號,50000,105,105/05/13,305918.544,2770381.683,dismiss
魚想衣服飾店,臺北市大安區忠孝東路4段87號,2e+05,105,105/05/04,305259.051,2770514.503,dismiss
有晟商行,臺北市大安區忠孝東路4段248巷6號,2e+05,105,105/05/04,305904.832,2770393.86,dismiss
展雅服飾精品店,臺北市大安區忠孝東路4段77巷35號,2e+05,105,105/05/31,305221.234,2770648.627,dismiss
寸鮨壽司店,臺北市信義區忠孝東路4段553巷50號1樓,6e+06,105,105/06/13,306798.589,2770810.309,dismiss
稻葉餐坊,臺北市大安區忠孝東路4段101巷39號,2e+05,105,105/07/28,305315.584,2770668.502,dismiss
五五創意料理食堂,臺北市大安區忠孝東路4段223巷55號(1樓),1e+05,105,105/07/11,305789.94,2770675.422,dismiss
御世珠寶精品名店,臺北市大安區忠孝東路4段216巷29號,2e+05,105,105/07/04,305809.157,2770300.072,dismiss
橄欖設計工作室,臺北市大安區忠孝東路4段101巷31號,2e+05,105,105/07/25,305317.584,2770651.952,dismiss
故事髮型工作室,臺北市大安區忠孝東路4段216巷40弄14號,2e+05,105,105/08/10,305734.736,2770250.985,dismiss
紘彩精品店,臺北市大安區忠孝東路4段181巷7弄21號,2e+05,105,105/08/29,305668.107,2770564.627,dismiss
依依商行,臺北市信義區忠孝東路4段553巷48號1樓,1e+05,105,105/08/23,306798.324,2770802.372,dismiss
東達商行,臺北市大安區忠孝東路4段181巷40弄6號,50000,105,105/08/12,305544.09,2770751.574,dismiss
奇拉飾品專賣店,臺北市大安區忠孝東路4段181巷7弄3號,2e+05,105,105/08/22,305594.008,2770563.918,dismiss
綠緹商店,臺北市大安區忠孝東路4段216巷11弄16號,30000,105,105/09/08,305874.773,2770398.339,dismiss
復康工作坊,臺北市大安區忠孝東路4段97號地下之22,3e+05,105,105/09/09,305292.392,2770514.207,dismiss
阿秋部屋精品店,臺北市大安區忠孝東路4段216巷19弄18號1樓,2e+05,105,105/09/02,305902.662,2770349.304,dismiss
花徑開飲食店,臺北市大安區忠孝東路4段216巷33弄10號1樓,2e+05,105,105/10/20,305850.564,2770247.117,dismiss
誠業行,臺北市大安區忠孝東路4段216巷25之1號,2e+05,105,105/11/01,305808.712,2770318.388,dismiss
夏喬服飾店,臺北市大安區忠孝東路4段216巷32弄20號,2e+05,105,105/11/02,305693.091,2770302.115,dismiss
瑞比特美式小吃店,臺北市大安區忠孝東路4段216巷11弄8號,2e+05,105,105/11/16,305836.253,2770398.412,dismiss
家睿髮型工作室,臺北市大安區忠孝東路4段223巷56號,2e+05,105,105/11/07,305811.642,2770750.838,dismiss
安琪國際名品企業社,臺北市大安區忠孝東路4段101巷39號,2e+05,105,105/11/21,305315.584,2770668.502,dismiss
早安高帆小吃店,臺北市大安區忠孝東路4段216巷27弄2號1樓,50000,105,105/12/29,305825.743,2770299.79,dismiss
鈺豐鐘錶精品名店,臺北市大安區忠孝東路4段50號1樓,1e+05,105,105/12/19,304987.074,2770473.167,dismiss
樺毅欣名牌屋,臺北市大安區忠孝東路4段77巷33號,2e+05,105,105/12/27,305221.269,2770645.446,dismiss
泰兆精品洋行,臺北市大安區忠孝東路4段205巷29弄7號1樓,168000,105,105/12/02,305730.58,2770674.218,dismiss
佛瑞斯義式小吃店,臺北市大安區忠孝東路4段216巷11弄6號,2e+05,105,105/12/23,305831.331,2770398.421,dismiss
小樹童衣舖,臺北市大安區忠孝東路4段216巷26之1號,168000,105,105/12/07,305787.732,2770331.081,dismiss
髮采服飾,臺北市大安區忠孝東路4段97號地下之8,50000,105,105/12/22,305292.392,2770514.207,dismiss
慈芬商行,臺北市大安區忠孝東路4段223巷69號,2e+05,105,105/12/08,305781.457,2770738.629,dismiss
比斯特羅義麵坊,臺北市信義區忠孝東路4段553巷46弄15號1樓,240000,106,106/01/05,306869.303,2770800.808,dismiss
夏芮服飾店,臺北市大安區忠孝東路4段223巷56號,2e+05,106,106/01/03,305811.642,2770750.838,dismiss
嘉莉精品店,臺北市大安區忠孝東路4段97號,2e+05,106,106/01/24,305292.392,2770514.207,dismiss
獨立衣著商行,臺北市大安區忠孝東路4段205巷29弄2號1樓,15000,106,106/02/22,305704.663,2770659.331,dismiss
三星小吃店,臺北市大安區忠孝東路4段223巷47號,2e+05,106,106/02/15,305788.297,2770643.712,dismiss
緣沐飲食坊,臺北市大安區忠孝東路4段223巷10弄12號,240000,106,106/02/09,305854.788,2770538.304,dismiss
美奈子小舖,臺北市大安區忠孝東路4段97號地下之10,1e+05,106,106/03/24,305292.392,2770514.207,dismiss
稻雁食堂,臺北市信義區忠孝東路4段553巷16弄2號(1樓),3e+06,106,106/03/03,306816.147,2770619.535,dismiss
恩典精品行,臺北市大安區忠孝東路4段216巷32弄9號,1e+05,106,106/03/08,305737.516,2770321.208,dismiss
卜堤格髮型設計工作室,臺北市大安區忠孝東路4段216巷11弄18號,1e+05,106,106/04/14,305887.243,2770398.316,dismiss
越園小吃坊,臺北市大安區忠孝東路4段216巷32弄10號,2e+05,106,106/04/21,305734.919,2770297.144,dismiss
芃家商行,臺北市信義區忠孝東路4段559巷16弄2之1號1樓,2e+05,106,106/04/17,306891.793,2770574.265,dismiss
瀀米蔻百貨商行,臺北市大安區忠孝東路4段170巷17弄9號,2e+05,106,106/05/04,305653.885,2770323.514,dismiss
瑪克盃飲料店,臺北市信義區忠孝東路4段559巷16弄8號,1e+05,106,106/05/11,306920.255,2770578.816,dismiss
面對面小吃店,臺北市大安區忠孝東路4段181巷7弄5號,1e+05,106,106/05/08,305603.548,2770563.918,dismiss
百達企業社,臺北市大安區忠孝東路4段2之1號,2e+05,106,106/05/09,304892.434,2770472.444,dismiss
宜富達企業社,臺北市大安區忠孝東路4段4號,2e+05,106,106/05/09,304895.32,2770474.825,dismiss
愛羅妮名品服飾店,臺北市大安區忠孝東路4段216巷27弄17號,1e+05,106,106/06/02,305895.758,2770319.367,dismiss
車一輪串燒店,臺北市大安區忠孝東路4段248巷8號1樓、地下1樓,2e+05,106,106/06/05,305905.009,2770374.438,dismiss
金享餐廳,臺北市大安區忠孝東路4段270號地下1樓、地下1樓之1,2e+05,106,106/06/20,305988.184,2770454.124,dismiss
利基企業社,臺北市大安區忠孝東路4段181巷7弄21號,150000,106,106/06/26,305668.107,2770564.627,dismiss
克麗思朵飾品店,臺北市大安區忠孝東路4段87之20號,2e+05,106,106/06/03,305292.128,2770525.072,dismiss
費莉絲精品企業社,臺北市大安區忠孝東路4段223巷10弄2號,480000,106,106/06/01,305812.623,2770538.714,dismiss
奧莉芙服飾店,臺北市大安區忠孝東路4段143號1樓,5e+05,106,106/07/12,305445.266,2770510.202,dismiss
忠孝茶坊,臺北市大安區忠孝東路4段49巷8號1樓,220000,106,106/07/13,305028.826,2770626.107,dismiss
伸胤商行,臺北市大安區忠孝東路4段216巷32弄9號,50000,106,106/07/25,305737.516,2770321.208,dismiss
沐銅涮涮鍋,臺北市信義區忠孝東路4段553巷50號1樓,240000,106,106/07/04,306798.589,2770810.309,dismiss
李中元精緻剪燙工作室,臺北市大安區忠孝東路4段223巷59號1樓,50000,106,106/07/26,305789.844,2770688.83,dismiss
梵帝斯飲坊,臺北市大安區忠孝東路4段181巷42號1樓,2e+05,106,106/08/28,305565.671,2770782.864,dismiss
雙迪服飾,臺北市大安區忠孝東路4段223巷10弄2號(1樓),2e+05,106,106/09/08,305812.623,2770538.714,dismiss
凱郁髮型沙龍名店,臺北市大安區忠孝東路4段46之1號,2e+05,106,106/09/30,304975.034,2770473.102,dismiss
富鴻咖啡便利屋,臺北市信義區忠孝東路4段559巷16弄2之1號1樓,1e+05,106,106/09/05,306891.793,2770574.265,dismiss
瑞霖精品行,臺北市大安區忠孝東路4段87之5號,3e+05,106,106/09/29,305274.586,2770531.294,dismiss
太子城三溫暖,臺北市大安區忠孝東路4段330號地下樓,1500000,106,106/10/31,306245.871,2770449.306,dismiss
上順飲品店,臺北市信義區忠孝東路4段559巷16弄17號,2e+05,106,106/10/11,306935.824,2770592.71,dismiss
衫川服飾店,臺北市大安區忠孝東路4段205巷29弄2號1樓,180000,106,106/10/11,305704.663,2770659.331,dismiss
忠孝商行,臺北市大安區忠孝東路4段191號地下室,210000,106,106/10/03,305616.419,2770508.144,dismiss
品榕工作室,臺北市大安區忠孝東路4段170巷17弄3號,2e+05,106,106/11/01,305608.496,2770322.843,dismiss
鼎王餐飲企業社,臺北市大安區忠孝東路4段250之2號,2e+05,106,106/11/21,305933.822,2770455.281,dismiss
橙品工作室,臺北市大安區忠孝東路4段69之15號,1e+05,106,106/11/24,305166.246,2770550.396,dismiss
樂逗服飾店,臺北市大安區忠孝東路4段205巷29弄2號1樓,1e+05,106,106/11/16,305704.663,2770659.331,dismiss
笙暉水晶行,臺北市大安區忠孝東路4段77巷36號1樓,2e+05,106,106/11/30,305209.897,2770653.216,dismiss
薄荷休閒服飾店,臺北市大安區忠孝東路4段49巷4弄2號1樓,1e+05,106,106/12/26,305029.634,2770567.629,dismiss
旅人洋行,臺北市大安區忠孝東路4段216巷8弄14號,2e+05,106,106/12/29,305718.672,2770398.254,dismiss
超吉茶舖,臺北市大安區忠孝東路4段181巷45號,5500000,106,106/12/20,305586.514,2770805.836,dismiss
筷子湯勺小吃店,臺北市大安區忠孝東路4段181巷40弄18號,180000,106,106/12/28,305490.402,2770751.333,dismiss
米蕾美食坊,臺北市大安區復興南路1段122巷6之1號,2e+05,101,101/01/16,304787.083,2770710.521,dismiss
人體地圖精品服飾店,臺北市松山區復興南路1段31之1號,2e+05,101,101/01/20,304902.964,2771027.691,dismiss
泰瘋泰式料理店,臺北市大安區復興南路1段107巷32號,2e+05,101,101/02/10,305072.887,2770706.038,dismiss
魚蛋妹小吃店,臺北市大安區復興南路1段107巷19號,1e+05,101,101/03/09,305017.541,2770729.419,dismiss
蓁味小吃店,臺北市大安區復興南路1段107巷34號,2e+05,101,101/03/27,305081.207,2770705.772,dismiss
美月坊,臺北市大安區復興南路1段92之2號,240000,101,101/04/19,304833.38,2770708.759,dismiss
紘采行,臺北市大安區復興南路1段107巷40號,2e+05,101,101/05/30,305092.063,2770705.666,dismiss
艾力克斯餐坊,臺北市大安區復興南路1段348號地下,2e+05,101,101/07/27,304833.487,2769845.505,dismiss
台大餐飲坊,臺北市松山區復興南路1段47巷11號1樓,1e+05,101,101/07/09,304955.11,2770920.675,dismiss
揚格事業企業行,臺北市大安區復興南路1段92之9號1樓,280000,101,101/08/27,304820.813,2770761.566,dismiss
藍舟咖啡館,臺北市大安區復興南路1段295巷14號1樓,1e+05,101,101/09/24,304974.526,2769771.457,dismiss
鼎珍坊,臺北市大安區復興南路1段219巷1號1樓及地下室,1e+06,101,101/09/25,304910.5,2770222.254,dismiss
新曼泰式小館,臺北市大安區復興南路1段133之1號1樓,45000,101,101/10/03,304910.383,2770624.527,dismiss
森林廚坊,臺北市大安區復興南路1段92之1號,2e+05,101,101/10/31,304836.814,2770704.831,dismiss
金樂成商行,臺北市大安區復興南路1段263號,2e+05,101,101/10/25,304881.261,2769870.899,dismiss
秘密集會小吃店,臺北市大安區復興南路1段107巷5弄15號地下室,2e+05,101,101/11/30,304982.871,2770801.49,dismiss
卓越美食館,臺北市大安區復興南路1段263號1樓,220000,101,101/12/11,304881.261,2769870.899,dismiss
至騰企業社,臺北市大安區復興南路1段92之1號,50000,101,101/12/13,304836.814,2770704.831,dismiss
安和工程行,臺北市大安區復興南路1段279巷4號1樓,2e+05,102,102/01/22,304903.204,2769827.7,dismiss
喜璦髮廊,臺北市大安區復興南路1段107巷5弄17號1樓,50000,102,102/02/01,304997.616,2770801.874,dismiss
美渡日式鐵板居食屋,臺北市大安區復興南路1段107巷5弄2號1樓,5e+05,102,102/03/20,304954.987,2770751.413,dismiss
東巷冰館,臺北市大安區復興南路1段279巷33號1樓,1e+05,102,102/03/18,305047.132,2769838.698,dismiss
湯王餐廳,臺北市中山區復興南路1段18號1樓,2e+05,102,102/08/05,304859.995,2771062.859,dismiss
克莉絲汀餐坊,臺北市大安區復興南路1段348號地下,2e+05,102,102/09/03,304833.487,2769845.505,dismiss
偉鳳美容美髮工作室,臺北市大安區復興南路1段107巷21之3號,1e+05,102,102/11/04,305033.535,2770729.142,dismiss
復興貿易社,臺北市大安區復興南路1段68號,2e+05,102,102/12/06,304853.153,2770798.814,dismiss
以勒寵物沙龍,臺北市大安區復興南路1段295巷13弄4號,1e+05,102,102/10/15,304936.77,2769794.04,dismiss
樂翻天企業行,臺北市大安區復興南路1段321號1樓,1e+05,103,103/02/19,304881.002,2769655.217,dismiss
晴天餐坊,臺北市大安區復興南路1段92之2號,1e+05,103,103/02/10,304833.38,2770708.759,dismiss
提香咖啡店,臺北市大安區復興南路1段253巷36弄8號,240000,103,103/02/13,305003.513,2769941.936,dismiss
魔鏡國際服飾店,臺北市大安區復興南路1段107巷19之2號,168000,103,103/03/10,305013.096,2770729.455,dismiss
美佳便當,臺北市大安區復興南路1段271號,180000,103,103/05/29,304882.304,2769851.249,dismiss
八角養生食舖,臺北市大安區復興南路1段135巷15號,1e+05,103,103/05/09,304998.854,2770618.92,dismiss
亨記火鍋店,臺北市大安區復興南路1段107巷40號,2e+05,103,103/05/20,305092.063,2770705.666,dismiss
豐鼎企業社,臺北市大安區復興南路1段133之1號,2e+05,103,103/06/12,304910.383,2770624.527,dismiss
美得佳企業社,臺北市中山區復興南路1段36號1樓,50000,103,103/06/16,304858.948,2771008.526,dismiss
鍋霸王火鍋店,臺北市大安區復興南路1段107巷32號1樓,5e+05,103,103/07/04,305072.887,2770706.038,dismiss
新品企業商行,臺北市大安區復興南路1段133之1號,2e+05,103,103/07/11,304910.383,2770624.527,dismiss
渴望商行,臺北市大安區復興南路1段107巷45號,1e+05,103,103/07/10,305093.285,2770728.814,dismiss
快樂家小吃店,臺北市大安區復興南路1段295巷13弄2號,2e+05,103,103/09/04,304933.827,2769790.791,dismiss
傢福壽司屋,臺北市大安區復興南路1段126巷8號,60000,103,103/09/10,304802.645,2770652.409,dismiss
幸福五熊咖啡輕食坊,臺北市大安區復興南路1段92之2號,50000,103,103/10/31,304833.38,2770708.759,dismiss
岩田創意火鍋店,臺北市大安區復興南路1段107巷32號1樓,2e+05,103,103/10/21,305072.887,2770706.038,dismiss
品亨小吃店,臺北市中山區復興南路1段18號,1e+05,103,103/10/06,304859.995,2771062.859,dismiss
六条小吃店,臺北市大安區復興南路1段107巷5弄1號,160000,103,103/12/08,304935.834,2770730.871,dismiss
茶士多茶坊,臺北市大安區復興南路1段107巷25號,130000,104,104/02/26,305047.828,2770729.028,dismiss
萄客酒坊,臺北市大安區復興南路1段378號,240000,104,104/02/10,304835.365,2769680.937,dismiss
善作生物科技企業社,臺北市中山區復興南路1段30巷4號,240000,104,104/03/12,304829.097,2771037.58,dismiss
愛思朵拉冰品店,臺北市大安區復興南路1段107巷29號,2e+05,104,104/04/01,305058.273,2770729.004,dismiss
豐光飲料坊,臺北市大安區復興南路1段82號,5e+05,104,104/04/17,304851.692,2770725.407,dismiss
優比自助洗衣店,臺北市大安區復興南路1段92之5號,1e+05,104,104/04/20,304818.91,2770724.35,dismiss
九兆飲食店,臺北市大安區復興南路1段107巷37號1樓,1e+05,104,104/07/30,305076.756,2770728.946,dismiss
銓茂行,臺北市大安區復興南路1段79巷4弄2號1樓,2e+05,104,104/07/13,304928.341,2770803.574,dismiss
智冠服飾行,臺北市大安區復興南路1段92號,2e+05,104,104/08/11,304851.296,2770702.138,dismiss
發財企業社,臺北市大安區復興南路1段133之1號1樓,66000,104,104/09/11,304910.383,2770624.527,dismiss
復興小溫州餐館,臺北市中山區復興南路1段40號,2e+05,104,104/09/07,304857.012,2770920.161,dismiss
國賓乾洗店,臺北市大安區復興南路1段219巷18號1樓,60000,104,104/09/14,304978.232,2770202.197,dismiss
承佑水果行,臺北市松山區復興南路1段31號,50000,104,104/10/12,304903.135,2771033.06,dismiss
美得意假髮企業社,臺北市松山區復興南路1段51號,2e+05,104,104/12/23,304900.455,2770917.721,dismiss
李氏美學苑,臺北市大安區復興南路1段79巷2號,1e+05,105,105/02/23,304919.495,2770805.506,dismiss
三弘服飾企業社,臺北市大安區復興南路1段135巷19號,2e+05,105,105/03/18,305011.194,2770618.922,dismiss
博多日式拉麵店,臺北市大安區復興南路1段253巷4號1樓,2e+05,105,105/03/30,304894.776,2769958.289,dismiss
許幼琳服裝設計工作室,臺北市大安區復興南路1段107巷19之2號,50000,105,105/04/20,305013.096,2770729.455,dismiss
享金服飾店,臺北市大安區復興南路1段107巷5弄2號,2e+05,105,105/05/10,304954.987,2770751.413,dismiss
真功夫食品行,臺北市大安區復興南路1段342號,240000,105,105/05/17,304832.317,2769876.147,dismiss
奇樂朵餐坊,臺北市大安區復興南路1段107巷5弄21號,240000,105,105/06/03,305020.515,2770801.377,dismiss
愛詩髮藝設計名店,臺北市大安區復興南路1段107巷5弄11號1樓,2e+05,105,105/06/29,304955.387,2770797.399,dismiss
